Movie Name,Release Period,Whether Remake,Whether Franchise,Genre,New Actor,New Director,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),ProfitFactor,Year,Duration,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Ho Sakta Hai!,Normal,No,No,drama,Yes,Yes,No,Victor Banerjee,Wilson Louis,Rahul Ranade,25,12500000,800000,0.064,2004,101,6.1,45,Wilson Louis,Victor Banerjee,Krishna Bhatt,Mahesh Bhatt
Monica,Normal,No,No,thriller,No,No,Yes,Divya Dutta,Sushen Bhatnagar,Raju Rao,100,45000000,2850000,0.06333333333,2011,124,5.5,72,Sushen Bhatnagar,Ashutosh Rana,Divya Dutta,Rajit Kapoor
Wake Up India,Normal,No,No,drama,No,Yes,No,Chirag Patil,Babloo Sheshadri,Shankar Sahney,175,15000000,950000,0.06333333333,2013,130,6.7,14,Babloo Seshadri,Elisha Kriis,Asrani,Milind Gunaji
Sona Spa,Normal,No,No,thriller,No,No,No,Naseeruddin Shah,Makarand Deshpande,Shailendra Barve,200,40000000,2525000,0.063125,2013,102,3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani
Mere Khwabon Mein Jo Aaye,Holiday,No,No,love_story,No,Yes,No,Randeep Hooda,Madhureeta Anand,Lalit Pandit,100,30000000,1875000,0.0625,2009,119,5.6,93,Madhureeta Anand,Randeep Hooda,Raima Sen,Arbaaz Khan
Rajdhani Express,Normal,No,No,thriller,Yes,Yes,Yes,Leander Paes,Ashok Kohli,Lahu Madhav,275,65000000,4000000,0.06153846154,2013,140,2.9,257,Ashok Kohli,Jimmy Sheirgill,Ishrat Ali,Nishant Balgovind
Satrangee Parachute,Holiday,No,No,drama,No,Yes,No,Zakir Hussain,Vineet Khetrapal,Shamir Tandon,150,20000000,1225000,0.06125,2011,115,5.3,66,Vineet Khetrapal,Sanjay Mishra,Zakir Hussain,Lilliput
Lucky Kabootar,Holiday,No,No,rom__com,No,Yes,No,Eijaz Khan,Shammi Chhabra,Santokh Singh,375,70000000,4200000,0.06,2014,117,5.1,75,Shammi Chhabra,Arvinder Bhatti,Shraddha Das,Rimple Dhindsa
Ya Rab,Normal,No,No,drama,Yes,Yes,No,Manzar Sehbai,Hasnain Hyderabadwala,Amjad - Nadeem,275,60000000,3600000,0.06,2014,120,5.9,278,Hasnain Hyderabadwala,Indrapal Ahuja,Neha Baam,Vikram Dahiya
Paranthe Wali Gali,Normal,No,No,love_story,No,Yes,Yes,Anuj Saxena,Sachin Gupta,Vikram Khajuria,75,15000000,900000,0.06,2014,101,5,87,Sachin Gupta,Mohinder Gujral,Yuvraj Haral,Vijayant Kohli
Mukhbiir,Normal,No,No,drama,No,No,Yes,Sameer Dattani,Mani Shankar,Shashi Pritam,75,37500000,2225000,0.05933333333,2008,132,6.9,388,Mani Shankar,Sammir Dattani,Rahul Dev,Om Puri
Shree,Normal,No,No,thriller,Yes,Yes,Yes,Hussain Kuwajerwala,Rajesh Bachchani,Talaash - Band Of Seekers,100,30000000,1750000,0.05833333333,2013,109,6.3,269,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale
Love Express,Normal,No,No,comedy,Yes,Yes,No,Sahil Mehta,Sunny Bhambhani,Jaidev Kumar,150,50000000,2900000,0.058,2011,141,5.3,117,Sunny Bhambhani,Sahil Mehta,Mannat Ravi,Vikas Katyal
Manasarovar,Holiday,No,No,drama,No,Yes,Yes,Atul Kulkarni,Anup Kurian,Lisa Stanislawski,5,2500000,145000,0.058,2004,90,6.9,80,Anup Kurian,Atul Kulkarni,Neha Dubey,Zafar Karachiwala
Chal Pichchur Banate Hain,Normal,No,No,drama,No,Yes,Yes,Rahil Tandon,Pritish Chakraborty,Gaurav Dagaonkar,90,35000000,2000000,0.05714285714,2012,115,6.1,47,Pritish Chakraborty,Sonam Arora,Sagar Bhangade,Mukesh S. Bhatt
Apna Asmaan,Normal,No,No,drama,No,Yes,Yes,Irrfan Khan,Kaushik Roy,Lesle Lewis,45,30000000,1700000,0.05666666667,2007,110,6.2,164,Kaushik Roy,Irrfan Khan,Shobana,Dhruv Piyush Panjuani
The Film,Normal,No,No,drama,No,Yes,Yes,Mahima Chaudhary,Junaid Memon,Siddharth - Suhas,25,15000000,850000,0.05666666667,2005,144,6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi
Gattu,Normal,No,No,drama,Yes,Yes,No,Mohd. Samad,Rajan Khosa,Sandesh Shandilya,55,27500000,1550000,0.05636363636,2011,90,7.3,398,Rajan Khosa,Naresh Sharma,Mohammad Samad,Jayanta Das
Titoo MBA,Holiday,No,No,comedy,No,No,No,Nishant Dahiya,Amit Vats,Arjuna Harjai,150,25000000,1400000,0.056,2014,111,4.3,100,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal
Nakshatra,Normal,No,No,thriller,Yes,Yes,No,Shubh Mukherjee,Mohan Savalkar,Bappi - Tutal,200,47500000,2650000,0.05578947368,2010,122,5,56,Mohan Savalkar,Malaika Arora,Jhuma Biswas,Suresh Chatwal
Accident On Hill Road,Holiday,No,No,thriller,No,Yes,No,Celina Jaitley,Mahesh Nair,Raju Singh,75,35000000,1950000,0.05571428571,2010,105,4,284,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Life Ki Toh Lag Gayi,Normal,No,No,comedy,No,Yes,Yes,Kay Kay Menon,Rakesh Mehta,Vinay Jaiswal,100,35000000,1950000,0.05571428571,2012,155,5.3,255,Rakesh Mehta,Kay Kay Menon,Ranvir Shorey,Pradhuman Singh
10ml Love,Normal,No,No,rom__com,No,Yes,No,Rajat Kapoor,Sharat Katariya,Sagar Desai,25,12500000,690000,0.0552,2010,87,6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha
Kaccha Limboo,Holiday,No,No,drama,Yes,No,Yes,Karan Bhanushali,Sagar Ballary,Amardeep Nijjer,75,15000000,825000,0.055,2011,141,6.4,88,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali,Bhairavi Goswami
Future To Bright Hai Ji,Holiday,No,No,drama,No,Yes,Yes,Aamir Bashir,Sanjay Amar,Amir Ali,30,15000000,825000,0.055,2012,180,6.2,97,Sanjay Amar,Aamir Bashir,Sonal Sehgal,Asrani
Identity Card,Holiday,No,No,drama,No,No,Yes,Tia Bajpai,Rahat Kazmi,Raja Ali,50,15000000,825000,0.055,2014,92,5.9,63,Rahat Kazmi,Tia Bajpai,Furqan Merchant,Raghuvir Yadav
The World Of Fashion,Normal,No,No,drama,Yes,No,No,Ajaz Khan,Sanjay Khandelwal,Vaishnav Deva,5,4000000,215000,0.05375,2013,120,6.8,6,Sanjay Khandelwal,Ajaz Khan,Reena Ranchandani,Amrita Prakash
Maazii,Normal,No,No,thriller,Yes,Yes,Yes,Sumeet Nijhawan,Jaideep Chopra,Faizan Hussain,70,17500000,925000,0.05285714286,2013,123,5.8,94,Jaideep Chopra,Sumit Nijhawan,Mona Wasu,Mohd. Zeeshan Ayyub
3 Bachelors,Normal,No,No,comedy,No,No,No,Sharman Joshi,Ajai Sinha,Daboo Malik,70,40000000,2100000,0.0525,2012,114,3.3,165,Ajai Sinha,Sharman Joshi,Negar Khan,Nigaar Khan
Mai,Normal,No,No,drama,Yes,Yes,Yes,Asha Bhonsle,Mahesh Kodiyal,Nithin R. Shankar,65,20000000,1050000,0.0525,2013,105,6.7,92,Mahesh Kodiyal,Asha Bhosle,Kshitee Jog,Shivani Joshi
Aur Pappu Pass Ho Gaya,Normal,No,No,comedy,No,Yes,Yes,Krishna Abhishek,S. Soni,Ravi Chopra,15,10000000,525000,0.0525,2007,142,4.2,36,S. Soni,Krishna Abhishek,Kashmira Shah,Jackie Shroff
Cycle Kick,Normal,No,No,drama,No,Yes,No,Nishan Nanaiah,Shashi Sudigala,Sanjoy Chowdhary,75,12500000,650000,0.052,2011,86,6.1,100,Shashi Sudigala,Nishan Nanaiah,Sunny Hinduja,Girija Oak
Jaane Hoga Kya,Normal,No,No,fantasy,No,Yes,No,Aftab Shivdasani,Glen Barreto,Sajid - Wajid,55,55000000,2850000,0.05181818182,2006,155,2.7,167,Ankush,Glen Barreto,Glenn,Aftab Shivdasani
Fireflies,Normal,No,No,drama,No,Yes,Yes,Rahul Khanna,Sabal Singh Shekhawat,Zubin Balaporia,65,17500000,900000,0.05142857143,2013,100,6.2,95,Sabal Singh Shekhawat,Rahul Khanna,Arjun Mathur,Shivaani Ghai
Kahin Hai Mera Pyar,Normal,No,No,love_story,No,Yes,No,Jackie Shroff,Mahesh Vaijnath Doijode,Nikhil Kamath,275,45000000,2275000,0.05055555556,2014,138,5.7,18,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan
Idiot Box,Normal,No,No,comedy,No,Yes,No,Sushant Singh,Sunanda Mitra,Anand - Milind,20,12500000,625000,0.05,2010,131,4.5,38,Sunanda Mitra,Sushant Singh,Hrishitaa Bhatt,Milind Gunaji
Munna Mange Memsaab,Normal,No,No,comedy,No,Yes,Yes,Omkar Das Manikpuri,Shareeph Mansuri Saranwala,Nizam Khan,25,4000000,200000,0.05,2014,128,3.2,13,Shareeph Mansuri Saranawala,Ms. Jordiya Anna,Razak Khan,Omkar Das Manikpuri
Payback,Holiday,No,No,drama,Yes,Yes,Yes,Munish Khan,Sachin P. Karande,Dev Sikander,100,25000000,1225000,0.049,2010,115,5.5,65,Sachin P. Karande,Gulshan Grover,Munish Khan,Zakir Hussain
Calapor,Holiday,No,No,drama,No,Yes,Yes,Rituparna Sengupta,Dinesh P. Bhonsle,Arjuna Harjai,75,25000000,1200000,0.048,2013,120,4.5,6,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta,Akash Sharma
Mere Dost Picture Abhi Baaki Hai,Normal,No,No,comedy,No,No,Yes,Suneil Shetty,Rajnish Thakur,Parvez - Subhash,50,52500000,2500000,0.04761904762,2012,180,3.5,191,Rajnish Thakur,Sunil Shetty,Udita Goswami,Rajpal Yadav
Mr. Hot Mr. Kool,Normal,No,No,comedy,No,No,Yes,Zulfi Sayed,Partho Ghosh,Rishi - Ranjit,30,27500000,1300000,0.04727272727,2007,110,4,21,Partho Ghosh,Kishore Anand Bhanushali,Mushtaq Khan,Shahbaaz Khan
Shabri,Holiday,No,No,drama,No,Yes,No,Isha Koppikar,Lalit Marathe,Raju Singh,75,35000000,1650000,0.04714285714,2011,98,5.6,136,Lalit Marathe,Isha Koppikar,Raj Arjun,Manish Wadhwa
Bandook,Holiday,No,No,drama,No,No,Yes,Aditya Om,Aditya Om,Nikhil Kamath,250,45000000,2100000,0.04666666667,2013,132,5.9,140,Aditya Om,Manisha Kelkar,Arshad Khan,Ashish Kotwal
Chor Chor Super Chor,Holiday,No,No,comedy,No,Yes,No,Deepak Dobriyal,K. Rajesh,Mangesh Dhakde,125,37500000,1750000,0.04666666667,2013,99,6.5,225,Rajesh. K.,Deepak Dobriyal,Priya Bathija,Anshul Kataria
Le Gaya Saddam,Holiday,No,No,drama,No,Yes,No,Raghuvir Yadav,Amjad Khan,Jaideep Choudhury,30,15000000,700000,0.04666666667,2012,113,6.2,18,Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani
Jigariyaa,Holiday,No,No,love_story,Yes,No,Yes,Harshvardhan Deo,Raj Purohit,Raj - Prakash,350,60000000,2700000,0.045,2014,142,4.9,301,Raj Purohit,Harshvardhan Deo,Cherry Mardia,Deepak Chaddha
Yeh Hai Bakrapur,Holiday,No,No,comedy,No,Yes,No,Anshuman Jha,Janaki Vishwanathan,Agnee,200,50000000,2250000,0.045,2014,95,3.6,233,Janaki Vishwanathan,Anshuman Jha,Suruchi Aulakh,Asif Basra
Haseena,Normal,No,No,thriller,No,No,Yes,Raj Babbar,Vicky Ranawat,Rajan Bawa,5,15000000,675000,0.045,2018,135,4.4,92,Vicky Ranawat,Garima Agarwal,Mohit Arora,Inayat Sharma
Four Two Ka One,Normal,No,No,comedy,No,Yes,Yes,Jimmy Shergill,Anwer Khan,J.D. Singh - Rajan,65,60000000,2650000,0.04416666667,2012,112,4.7,52,Anwer Khan,Ishwar Singh,Jimmy Sheirgill,Rajpal Yadav
Chitkabrey,Holiday,No,No,drama,No,Yes,Yes,Ravi Kissen,Suneet Arora,Akshay Bafila,150,42500000,1875000,0.04411764706,2011,120,3.9,134,Suneet Arora,Ravi Kishan,Rahul Singh,Sanjay Swaraj
Life Express,Normal,No,No,drama,No,Yes,No,Rituparna Sengupta,Anup Das,Roop Kumar Rathod,45,15000000,650000,0.04333333333,2010,125,4.4,47,Anup Das,Rituparna Sengupta,Kiran Janjani,Yashpal Sharma
Pehli Nazar Ka Pyaar,Normal,No,No,love_story,No,No,No,Divvj Kak,Arshad Khan,Ali Ghani,7,7500000,325000,0.04333333333,2008,140,4.4,7,Arshad Khan,Arshad Khan,Vikas Anand,Sweety Chhabra
Karma: Crime. Passion. Reincarnation,Normal,No,No,thriller,Yes,Yes,Yes,Alma Grey,M.R. Shahjahan,Sunna Wehrmeijer,45,25000000,1075000,0.043,2008,97,5,105,M.R. Shahjahan,Alma S. Grey,Carl Weyant,Vijayendra Ghatge
Vikalp,Normal,No,No,drama,No,No,No,Deepal Shaw,Sachin P. Karande,Dev Sikander,125,35000000,1500000,0.04285714286,2011,130,6.1,15,Sachin P. Karande,Pankaj Berry,Kranti Prakash Jha,Abhay Joshi
Challo Driver,Normal,No,No,comedy,Yes,Yes,Yes,Vikrant Mahajan,Vikrant Mahajan,Gaurav Dayal,50,30000000,1275000,0.0425,2012,95,5.9,185,Vickrant Mahajan,Vickrant Mahajan,Kainaz Motivala,Prem Chopra
Jhansi Ki Rani Laxmibai,Holiday,No,No,action,Yes,No,Yes,Kashish,Rajesh Mittal,Amresh Shahabadi,20,20000000,850000,0.0425,2012,140,7.1,15,Rajesh Mittal,Tom Alter,Sadashiv Amrapurkar,Arav Chowdharry
Second Marriage Dot Com,Holiday,No,No,drama,Yes,Yes,Yes,Mohit Chauhan,Gaurav Panjwani,Manan Munjal,25,20000000,825000,0.04125,2012,130,7.5,55,Gaurav Panjwani,Subhash Ahuja,Syna Anand,Raman Atre
The Great Indian Butterfly,Holiday,No,No,drama,No,Yes,No,Sandhya Mridul,Sarthak Dasgupta,Deepak Pandit,60,25000000,1025000,0.041,2007,110,6.2,179,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie
Utthaan,Normal,No,No,drama,No,No,Yes,Priyanshu Chatterjee,Ujjwal Chatterjee,Kumar Sanu,25,30000000,1200000,0.04,2006,180,4.1,32,Ujjwal Chatterjee,Priyanshu Chatterjee,Neha Dhupia,Rana Jung Bahadur
Anwar,Holiday,No,No,drama,No,No,Yes,Siddharth Koirala,Manish Jha,Mithoon,25,30000000,1200000,0.04,2007,144,6.6,904,Manish Jha,Nauheed Cyrusi,Pankaj Jha,Manisha Koirala
Hello Hum Lallann Bol Rahe Hain,Normal,No,No,comedy,No,No,Yes,Rajpal Yadav,Dilip Shukla,Vijay Verma,20,17500000,700000,0.04,2010,130,6.3,132,Dilip Shukla,Rajpal Yadav,Preeti Mehra,Makarand Anaspure
Madholal Keep Walking,Normal,No,No,drama,Yes,Yes,No,Subrat Dutta,Jai Tank,Nayab - Raja,50,12500000,475000,0.038,2009,121,6.2,112,Jai Tank,Subrat Dutta,Neela Gokhle,Pranay Narayan
Chal Bhaag,Normal,No,No,comedy,No,No,Yes,Deepak Dobriyal,Prakash Saini,Sanjay Pathak,125,20000000,750000,0.0375,2014,111,3.8,101,Prakash Saini,Deepak Dobriyal,Taran Bajaj,Keeya Khanna
Mohandas,Normal,No,No,thriller,No,Yes,Yes,Nakul Vaid,Mazhar Kamran,Vivek Priyadarshan,35,17500000,650000,0.03714285714,2009,112,6.8,119,Mazhar Kamran,Uttam Halder,Sonali Kulkarni,Sharbani Mukherji
Pankh,Holiday,No,No,drama,No,Yes,No,Bipasha Basu,Sudipto Chattopadhyay,Raju Singh,125,55000000,2025000,0.03681818182,2010,98,3.7,125,Sudipto Chattopadhyay,Bipasha Basu,Lillete Dubey,Mahesh Manjrekar
Yeh Jo Mohabbat Hai,Normal,No,No,love_story,Yes,Yes,No,Aditya Samanta,Shree Narayan Singh,Anu Malik,125,80000000,2934688,0.0366836,2012,147,5.2,76,Shree Narayan Singh,Rati Agnihotri,Mohnish Bahl,Nazia Hussain
U R My Jaan,Normal,No,No,love_story,Yes,Yes,No,Mikaal Zulfikaar,Aron Govil,Sanjeev - Darshan,70,30000000,1100000,0.03666666667,2011,140,5.8,95,Aron Govil,Mikaal,Preeti Soni,Himani Shivpuri
Ocean Of An Old Man,Normal,No,No,drama,No,Yes,Yes,Tom Alter,Rajesh Shera,Serge Eisen,7,4000000,145000,0.03625,2008,80,6.6,44,Rajesh Shera,Tom Alter,Akash,Jamie Alter
Spark,Holiday,No,No,action,No,No,Yes,Rajneesh Duggal,V.K. Singh,Nitz - Sony,300,50000000,1800000,0.036,2014,134,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall
Sau Jhooth Ek Sach,Normal,No,No,drama,Yes,Yes,Yes,Mammootty,Bappaditya Roy,Faizal Qureshi,3,5000000,180000,0.036,2004,110,7.2,70,Bappaditya Roy,Mammootty,Lillete Dubey,Joy Sengupta
Humne Jeena Seekh Liya,Holiday,No,No,drama,No,No,Yes,Milind Gunaji,Milind Ukey,Pranit,5,7000000,250000,0.03571428571,2007,149,6.9,51,Milind Ukey,Omkar Bhatkar,Siddharth Chandekar,Gaurav Chopra
Tutiya Dil,Holiday,No,No,love_story,Yes,Yes,Yes,Sidhant Kapur,Amit Khanna,Gulraj Singh,20,15000000,525000,0.035,2012,127,5,34,Amit Khanna,Sidhant Kapur,Iris Maity,Suzanna Mukherjee
Ab Hoga Dharna Unlimited,Holiday,No,No,comedy,Yes,Yes,Yes,Saurabh Malik,Deepak Tanwar,Shankar Sahney,10,15000000,510000,0.034,2012,78,4,6,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Love In Japan,Holiday,No,No,comedy,No,Yes,Yes,Mohsin Khan,Akram Shaikh,Sikander Khan,2,12500000,425000,0.034,2006,136,3.1,15,Akram Shaikh,Ketki Dave,Shakti Kapoor,Bobby Khan
Shuttlecock Boys,Normal,No,No,comedy,Yes,Yes,Yes,Aakar Kaushik,Hemant Gaba,Avinash Baghel,10,5000000,170000,0.034,2011,76,6.2,111,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar
Yeh Dil Ramta Jogi,Normal,No,No,drama,No,No,Yes,Swaroop Kanchi,Swaroop Kanchi,Swaroop Kanchi,5,5000000,165000,0.033,2014,98,6.4,10,Swaroop Kanchi,Swaroop Kanchi,Cajole Kapoor,Anil Kumar
Bhavnao Ko Samjho,Normal,No,No,comedy,Yes,Yes,No,Navin Prabhakar,Sunil Pal,Dinu,20,10000000,320000,0.032,2010,114,4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara
Ooops A Desi,Normal,No,No,thriller,Yes,Yes,Yes,Buali Shah,Jenner Jose,Saurabh Malhotra,30,15000000,475000,0.03166666667,2013,126,6.2,176,C. Jenner Jose,BuAli Shah,Pragathi Yadhati,Adnan Khalid
Dus Tola,Holiday,No,No,comedy,No,Yes,No,Manoj Bajpai,Ajay Varma,Sandesh Shandilya,175,62500000,1950000,0.0312,2010,120,6.9,301,Ajoy Varma,Manoj Bajpayee,Aarti Chhabria,Pallavi Sharda
Fruit & Nut,Normal,No,No,comedy,Yes,Yes,Yes,Cyrus Broacha,Kunal Vijayakar,Sangeet - Siddharth,50,50000000,1500000,0.03,2009,90,2.8,71,Kunal Vijaykar,Cyrus Broacha,Boman Irani,Mahesh Manjrekar
Say Yes To Love,Normal,No,No,love_story,Yes,No,No,Aasad Mirza,Mahrukh Mirza,Jatin Pandit,30,17500000,525000,0.03,2012,115,5.5,14,Mahrukh Mirza,Nazia Hussain,Salim Khan,Kunal Shamshere Malla
99.9 FM,Normal,No,No,thriller,No,Yes,Yes,Shawar Ali,Sanjay Bhatia,Piyush Kanojia,5,4000000,120000,0.03,2005,90,4.8,38,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra
Aao Wish Karein,Normal,No,No,drama,No,No,Yes,Aftab Shivdasani,Glen Barreto,Ankur Tewari,70,57500000,1700000,0.02956521739,2009,140,5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
Luv U Soniyo,Normal,No,No,love_story,Yes,Yes,Yes,Tanuj Virwani,Joe Rajan,Sunil Bhatia,100,57500000,1700000,0.02956521739,2012,144,5.5,67,Joe Rajan,Tanuj Virwani,Neha Hinge,Bunty Grewal
Sanam Teri Kasam,Normal,No,No,love_story,Yes,No,No,Harshvardhan Rane,Lawrence D'Souza,Nadeem - Shravan,10,25000000,725000,0.029,2016,154,7.4,10855,Radhika Rao,Vinay Sapru,Harshvardhan Rane,Mawra Hocane
Sanam Teri Kasam,Normal,No,No,love_story,No,No,No,Harshvardhan Rane,Lawrence D'Souza,Nadeem - Shravan,10,25000000,725000,0.029,2016,154,7.4,10855,Radhika Rao,Vinay Sapru,Harshvardhan Rane,Mawra Hocane
Prague,Normal,No,No,thriller,No,Yes,Yes,Chandan Roy Sanyal,Ashish R. Shukla,Atif Afzal,85,40000000,1150000,0.02875,2013,109,5.6,349,Ashish R. Shukla,Chandan Roy Sanyal,Arfi Lamba,Kumar Mayank
Daayen Ya Baayen,Normal,No,No,drama,No,Yes,No,Deepak Dobriyal,Bela Negi,Vivek Philip,15,5000000,142000,0.0284,2010,115,6.3,146,Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam
Faraar,Normal,No,No,action,Yes,Yes,No,Akbar Khan,Santosh Gupta,Vaishnav Deva,25,15000000,425000,0.02833333333,1975,136,6.9,314,Shankar Mukherjee,Sanjeev Kumar,Sharmila Tagore,Amitabh Bachchan
Devaki,Normal,No,No,drama,No,Yes,Yes,Suman Ranganathan,Bappaditya Bandopadhyay,Bikram Ghosh,15,12500000,350000,0.028,2005,87,4.2,31,Bappaditya Bandopadhyay,Ram Kapoor,Suman Ranganath,Arvin Tucker
With Luv... Tumhaara,Normal,No,No,love_story,No,Yes,Yes,Preeti Jhangiani,Kamal Nathani,Sudeep Banerjee,20,22500000,625000,0.02777777778,2006,120,6.2,23,Kamal Nathani,Pankaj Berry,Parvin Dabas,Sanjeev Giriwer
Hansa,Holiday,No,No,drama,Yes,Yes,Yes,Trimala Adhikari,Manav Kaul,Brince Bora,15,10000000,270000,0.027,2012,88,7.7,36,Manav Kaul,Trimala Adhikari,Abhay Joshi,Ashish Kumar
Mere Haule Dost,Normal,No,No,comedy,Yes,Yes,Yes,Anirudh Loka,Nitin Raghunath,Divyang Arora,10,7500000,200000,0.02666666667,2013,112,6.7,26,Nitin Raghunath,Aadil Abedi,Catherine Fallows,Kiran Gadalay
Love You To Death,Holiday,No,No,drama,No,Yes,Yes,Chandan Roy Sanyal,Rafeeq Ellias,Ronit Chatterji,35,20000000,525000,0.02625,2012,102,5.3,7,Rafeeq Ellias,Sohrab Ardeshir,Abhro Banerjee,Kallol Banerjee
Bad Luck Govind,Normal,No,No,comedy,No,No,No,Gaurav Kapur,Varun Khanna,Anu Malik,65,37500000,975000,0.026,2009,120,3.5,17,Varun Khanna,Gaurav Kapoor,Hrishitaa Bhatt,Govind Namdeo
Aashiqui.in,Holiday,No,No,love_story,Yes,Yes,Yes,Ishaan Manhaas,Shankhadeep,Nitin Kumar Gupta,30,25000000,650000,0.026,2011,109,3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
The Forest,Normal,No,No,thriller,No,Yes,Yes,Javed Jaffrey,Ashvin Kumar,Matt Robertson,15,15000000,390000,0.026,2009,88,5,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen
Myoho,Normal,No,No,drama,No,Yes,Yes,Kanwaljeet,Ranjan Shandilya,Runa Rizvi,25,12500000,315000,0.0252,2012,120,6.5,13,Ranjan Shandilya,Kanwaljit Singh,Yashpal Sharma,Malay Chakrabarty
Na Jaane Kabse,Normal,No,No,rom__com,Yes,Yes,Yes,Garry Gill,Pammi Somal,Jatin Pandit,75,30000000,750000,0.025,2011,132,5.4,9,Pammi Somal,Lillete Dubey,Gurpreet Ghuggi,Gary Gill
Blue Oranges,Holiday,No,No,drama,No,Yes,Yes,Rajit Kapoor,Rajesh Ganguly,Bipin Panchal,15,10000000,250000,0.025,2009,114,6.5,201,Rajesh Ganguly,Rajit Kapoor,Aham Sharma,Pooja Kanwal
Khwaabb,Holiday,No,No,drama,Yes,Yes,No,Navdip Singh,Zaid Ali Khan,Sandeep Chowta,50,40000000,975000,0.024375,2014,90,5.5,68,Zaid Ali Khan,Simer Motiani,Navdip Singh,Bajrangbali Singh
Greater Elephant,Holiday,No,No,drama,Yes,Yes,Yes,Hussain Dalal,Srinivas Sunderrajan,Swarathma,3,3000000,72000,0.024,2012,90,5.7,47,Srinivas Sunderrajan,Hussain Dalal,Naveen Kaushik,Rajiv Mishra
Naam Gum Jaayega,Holiday,No,No,thriller,No,No,No,Dia Mirza,Amol Shetge,Anand - Milind,7,15000000,350000,0.02333333333,2005,125,5.9,81,Amol Shetge,Dia Mirza,Aryan Vaid,Mandira Bedi
Ye Stupid Pyar,Normal,No,No,love_story,Yes,Yes,Yes,Jatin Khurana,Rakesh Jain,Reeky Dev,20,10000000,225000,0.0225,2011,106,4.6,10,Jain Rakesh,Jatin Khurana,Noopur Patwardhan,Akansha
Benny And Babloo,Holiday,No,No,comedy,No,Yes,Yes,Kay Kay Menon,Yunus Sajawal,Amjad - Nadeem,60,47500000,1000000,0.02105263158,2010,123,6.1,349,Yunus Sajawal,Kay Kay Menon,Rajpal Yadav,Aasif Sheikh
Fast Forward,Holiday,No,No,drama,No,Yes,Yes,Vinod Khanna,Zaigham Ali Sayed,Akbar Sami,40,25000000,525000,0.021,2009,57,5.6,46,Zaigham Ali Syed,Vinod Khanna,Akshay Kapoor,Rehan Khan
Milta Hai Chance By Chance,Holiday,No,No,love_story,No,No,Yes,Gracy Singh,Ramesh Modi,Jatin Pandit,20,15000000,310000,0.02066666667,2011,87,6.2,9,Ramesh Modi,Muntazir Ahmad,Diveyaa Dwivedi,Divyaa Dwivedi
Katputtli,Holiday,No,No,thriller,No,No,No,Mink,Sanjay Khanna,Bappi - Tutal,25,20000000,400000,0.02,2006,119,5.6,24,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari
Janani,Normal,No,No,drama,No,Yes,Yes,Bhagyashree,Chander Behl,Nirmal Pawar,15,15000000,300000,0.02,2006,124,4.4,28,Chander H. Bahl,Bhagyashree,Ayesha Jhulka,Sonica Handa
Vroom,Normal,No,No,comedy,Yes,Yes,No,Gaurav Bajaj,Savin Tuscano,Sanjoy Chowdhary,75,40000000,750000,0.01875,2010,130,5.4,30,Savin Tuscano,Raj Singh Arora,Gaurav Bajaj,Kalpana Bora
Ebn-E-Batuta,Normal,No,No,comedy,No,Yes,Yes,Omkar Das Manikpuri,Varun Middha,Tarannum Malik,50,30000000,550000,0.01833333333,2014,125,4.3,27,Varun Middha,Omkar Das Manikpuri,Rajeev Verma,Dev Gohar
Jaisi Karni Waisi Bharni,Normal,No,No,drama,Yes,Yes,Yes,Nilesh Kumar,Om Verma,Chand Sadhwani,2,4000000,72500,0.018125,1989,168,5.6,223,Vimal Kumar,Govinda,Kimi Katkar,Kader Khan
